date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:34:01	137/137	---M--	200	added ('OK')	text/css	etag:%22677e65bc-89%22	https://woo.templately.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.26.4	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min1c88.css	(from https://woo.templately.com/elescoop/)
10:34:01	80245/80245	---MCZ	200	added ('OK')	text/css	etag:W/%22677e7161-13975%22	https://woo.templately.com/wp-content/uploads/elementor/css/post-24809.css?ver=1736339809	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/uploads/elementor/css/post-248091e52.css	(from https://woo.templately.com/elescoop/)
10:34:01	10052/10052	---MCZ	200	added ('OK')	text/css	etag:W/%22677e7161-2744%22	https://woo.templately.com/wp-content/uploads/elementor/css/post-26099.css?ver=1736339809	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/uploads/elementor/css/post-260991e52.css	(from https://woo.templately.com/elescoop/)
10:34:02	15944/15944	---MCZ	200	added ('OK')	text/css	etag:W/%22677e7161-3e48%22	https://woo.templately.com/wp-content/uploads/elementor/css/post-26115.css?ver=1736339809	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/uploads/elementor/css/post-261151e52.css	(from https://woo.templately.com/elescoop/)
10:34:02	59344/59344	---MCZ	200	added ('OK')	text/css	etag:W/%22677e65bc-e7d0%22	https://woo.templately.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=6.1.0	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min42c6.css	(from https://woo.templately.com/elescoop/)
10:34:02	26702/26702	---MCZ	200	added ('OK')	text/css	etag:W/%22677e65bc-684e%22	https://woo.templately.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=6.1.0	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min42c6.css	(from https://woo.templately.com/elescoop/)
10:34:02	58071/58071	---MCZ	200	added ('OK')	text/css	etag:W/%22677e65bc-e2d7%22	https://woo.templately.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://woo.templately.com/elescoop/)
10:34:03	669/669	---MCZ	200	added ('OK')	text/css	etag:W/%22677e65bc-29d%22	https://woo.templately.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://woo.templately.com/elescoop/)
10:34:03	675/675	---MCZ	200	added ('OK')	text/css	etag:W/%22677e65bc-2a3%22	https://woo.templately.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://woo.templately.com/elescoop/)
10:34:03	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265546572-15601%22	https://woo.templately.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://woo.templately.com/elescoop/)
10:34:03	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264d322c8-3509%22	https://woo.templately.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://woo.templately.com/elescoop/)
10:34:04	21169/21169	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c4353d-52b1%22	https://woo.templately.com/wp-content/plugins/svg-support/vendor/DOMPurify/DOMPurify.min.js?ver=1.0.1	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/plugins/svg-support/vendor/DOMPurify/DOMPurify.minf269.js	(from https://woo.templately.com/elescoop/)
10:34:04	1835/1835	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c4353d-72b%22	https://woo.templately.com/wp-content/plugins/svg-support/js/min/svgs-inline-min.js?ver=2.5.8	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/plugins/svg-support/js/min/svgs-inline-mined42.js	(from https://woo.templately.com/elescoop/)
10:34:04	9636/9636	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677e6ac0-25a4%22	https://woo.templately.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.5.1	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min22b2.js	(from https://woo.templately.com/elescoop/)
10:34:04	4035/4035	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677e6ac0-fc3%22	https://woo.templately.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.5.1	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min0c46.js	(from https://woo.templately.com/elescoop/)
10:34:05	1720/1720	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677e6ac0-6b8%22	https://woo.templately.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.5.1	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.mineaec.js	(from https://woo.templately.com/elescoop/)
10:34:05	3178/3178	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677e6ac0-c6a%22	https://woo.templately.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.5.1	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min0c46.js	(from https://woo.templately.com/elescoop/)
10:34:05	15073/15073	---MCZ	200	added ('OK')	application/javascript	etag:W/%22677e65bc-3ae1%22	https://woo.templately.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=6.1.0	C:/Users/itkah/Desktop/choice%201/woo.templately.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min42c6.js	(from https://woo.templately.com/elescoop/)
10:34:05	5803/5803	---M--	200	added ('OK')	image/png	etag:%221a8fd9c27b139b30d3ac4d942758c0c7%22	https://static.live.templately.com/woocommerce/2021/05/android-chrome-192x192-1-100x100.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2021/05/android-chrome-192x192-1-100x100.png	(from https://woo.templately.com/elescoop/)
10:34:06	14278/14278	---M--	200	added ('OK')	image/png	etag:%228e5a258f22cf9d9a7a377dd2cbc2334e%22	https://static.live.templately.com/woocommerce/2021/05/android-chrome-192x192-1.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2021/05/android-chrome-192x192-1.png	(from https://woo.templately.com/elescoop/)
10:34:06	966/966	---M--	200	added ('OK')	image/png	etag:%22a1e50f7a5cbc21f3cf19f0817448de26%22	https://static.live.templately.com/woocommerce/2022/11/c51c3d0d-elescoop.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/c51c3d0d-elescoop.png	(from https://woo.templately.com/elescoop/)
10:34:06	2461/2461	---M--	200	added ('OK')	image/png	etag:%228bb5d05deb50e9b0659918ce48152225%22	https://static.live.templately.com/woocommerce/2022/11/091a3d80-es-hero-object-01.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/091a3d80-es-hero-object-01.png	(from https://woo.templately.com/elescoop/)
10:34:07	135031/135031	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jan%202025%2003:28:16%20GMT	https://woo.templately.com/elescoop/products/	C:/Users/itkah/Desktop/choice%201/woo.templately.com/elescoop/products/index.html	(from https://woo.templately.com/elescoop/)
10:34:07	3904/3904	---M--	200	added ('OK')	image/png	etag:%2268f7b2ac27e27f604d12939cd553bdd0%22	https://static.live.templately.com/woocommerce/2022/11/bd5cc27f-es-hero-object-02.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/bd5cc27f-es-hero-object-02.png	(from https://woo.templately.com/elescoop/)
10:34:08	123902/123902	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jan%202025%2004:47:53%20GMT	https://woo.templately.com/elescoop/product-details/	C:/Users/itkah/Desktop/choice%201/woo.templately.com/elescoop/product-details/index.html	(from https://woo.templately.com/elescoop/)
10:34:08	103655/103655	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jan%202025%2002:02:57%20GMT	https://woo.templately.com/elescoop/cart-page/	C:/Users/itkah/Desktop/choice%201/woo.templately.com/elescoop/cart-page/index.html	(from https://woo.templately.com/elescoop/)
10:34:08	9001/9001	---M--	200	added ('OK')	image/png	etag:%22d6f257569282627f8700ed06255aa7be%22	https://static.live.templately.com/woocommerce/2022/11/6f0410f2-es-hero-object-06.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/6f0410f2-es-hero-object-06.png	(from https://woo.templately.com/elescoop/)
10:34:09	67788/67788	---M--	200	added ('OK')	image/png	etag:%2251e291f9a1dbeb945751beec861ac250%22	https://static.live.templately.com/woocommerce/2022/11/d9d8cfc1-es-object-1.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/d9d8cfc1-es-object-1.png	(from https://woo.templately.com/elescoop/)
10:34:09	105184/105184	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jan%202025%2004:42:40%20GMT	https://woo.templately.com/elescoop/checkout/	C:/Users/itkah/Desktop/choice%201/woo.templately.com/elescoop/checkout/index.html	(from https://woo.templately.com/elescoop/)
10:34:09	160688/160688	---M--	200	added ('OK')	image/png	etag:%22bc3759449283ad1c60a86781adbb1e52%22	https://static.live.templately.com/woocommerce/2022/11/495548ab-es-object-2.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/495548ab-es-object-2.png	(from https://woo.templately.com/elescoop/)
10:34:09	1422/1422	---M--	200	added ('OK')	image/png	etag:%22bdef5d9330122d86b11de57740b8c29b%22	https://static.live.templately.com/woocommerce/2022/11/8e7c7fe3-es-hero-object-03.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/8e7c7fe3-es-hero-object-03.png	(from https://woo.templately.com/elescoop/)
10:34:10	1388/1388	---M--	200	added ('OK')	image/png	etag:%22f5bc8847841f28db776b6186a5e81d4b%22	https://static.live.templately.com/woocommerce/2022/11/8e27ae9a-es-hero-object-04.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/8e27ae9a-es-hero-object-04.png	(from https://woo.templately.com/elescoop/)
10:34:10	11804/11804	---M--	200	added ('OK')	image/png	etag:%22382acae4fef5fe67af21ec4d3bca5325%22	https://static.live.templately.com/woocommerce/2022/11/e55f6f55-es-corn-1.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/e55f6f55-es-corn-1.png	(from https://woo.templately.com/elescoop/)
10:34:10	11675/11675	---M--	200	added ('OK')	image/png	etag:%227da741c00c780c8bf6fc5b6fbb41cf5a%22	https://static.live.templately.com/woocommerce/2022/11/c0dab500-es-corn-2.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/c0dab500-es-corn-2.png	(from https://woo.templately.com/elescoop/)
10:34:11	146/146	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Jan%202025%2005:04:16%20GMT	https://woo.templately.com/elescoop/woocommerce/2022/11/c0dab500-es-corn-2.png	C:/Users/itkah/Desktop/choice%201/woo.templately.com/elescoop/woocommerce/2022/11/c0dab500-es-corn-2.png	(from https://woo.templately.com/elescoop/)
10:34:11	1418/1418	---M--	200	added ('OK')	image/png	etag:%226e2dc8cf8eb1b2147229c01f2c13bcf3%22	https://static.live.templately.com/woocommerce/2022/11/d4feecac-es-hero-object-05.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/d4feecac-es-hero-object-05.png	(from https://woo.templately.com/elescoop/)
10:34:11	532289/532289	---M--	200	added ('OK')	image/png	etag:%229da71cedefe012a4ff8f8d5e29c51a83%22	https://static.live.templately.com/woocommerce/2022/11/a415ee49-es-rectangle-7.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/a415ee49-es-rectangle-7.png	(from https://woo.templately.com/elescoop/)
10:34:12	8750/8750	---M--	200	added ('OK')	image/png	etag:%223948c6cd9b058f87511e52631b557000%22	https://static.live.templately.com/woocommerce/2022/11/a7358f96-es-avater01.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/a7358f96-es-avater01.png	(from https://woo.templately.com/elescoop/)
10:34:12	149380/149380	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jan%202025%2005:04:17%20GMT	https://woo.templately.com/elescoop/?add-to-cart=25730	C:/Users/itkah/Desktop/choice%201/woo.templately.com/elescoop/index9f55.html	(from https://woo.templately.com/elescoop/)
10:34:12	3723/3723	---M--	200	added ('OK')	image/png	etag:%22b8a843b26a3811eb15d51a4e844cc6f3%22	https://static.live.templately.com/woocommerce/2022/11/3415b301-rs-object-icecream.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/3415b301-rs-object-icecream.png	(from https://woo.templately.com/elescoop/)
10:34:12	149380/149380	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jan%202025%2005:04:17%20GMT	https://woo.templately.com/elescoop/?add-to-cart=25727	C:/Users/itkah/Desktop/choice%201/woo.templately.com/elescoop/indexd157.html	(from https://woo.templately.com/elescoop/)
10:34:12	8491/8491	---M--	200	added ('OK')	image/png	etag:%220db3192b56dc5667ccb0a86b1644a0fc%22	https://static.live.templately.com/woocommerce/2022/11/62cdcb78-rs-object-icecream01.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/62cdcb78-rs-object-icecream01.png	(from https://woo.templately.com/elescoop/)
10:34:13	105159/105159	---M--	200	added ('OK')	image/png	etag:%2221bdefd262b4cef32e6e104e485d61b5%22	https://static.live.templately.com/woocommerce/2022/11/63e19461-es-product-01.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/63e19461-es-product-01.png	(from https://woo.templately.com/elescoop/)
10:34:13	87861/87861	---M--	200	added ('OK')	image/png	etag:%2275f78ee15318f4fc0543fd4b006a6f06%22	https://static.live.templately.com/woocommerce/2022/11/d5f79e1e-re-product-002.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/d5f79e1e-re-product-002.png	(from https://woo.templately.com/elescoop/)
10:34:14	76186/76186	---M--	200	added ('OK')	image/png	etag:%22ec7e945c674066b2c8f1e9298965ea20%22	https://static.live.templately.com/woocommerce/2022/11/907a5b23-es-product-03.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/907a5b23-es-product-03.png	(from https://woo.templately.com/elescoop/)
10:34:17	149380/149380	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jan%202025%2005:04:20%20GMT	https://woo.templately.com/elescoop/?add-to-cart=26055	C:/Users/itkah/Desktop/choice%201/woo.templately.com/elescoop/index123f.html	(from https://woo.templately.com/elescoop/)
10:34:17	149380/149380	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jan%202025%2005:04:20%20GMT	https://woo.templately.com/elescoop/?add-to-cart=26053	C:/Users/itkah/Desktop/choice%201/woo.templately.com/elescoop/indexd3c5.html	(from https://woo.templately.com/elescoop/)
10:34:17	149380/149380	---MCZ	200	added ('OK')	text/html	date:Fri,%2010%20Jan%202025%2005:04:20%20GMT	https://woo.templately.com/elescoop/?add-to-cart=26049	C:/Users/itkah/Desktop/choice%201/woo.templately.com/elescoop/indexd20d.html	(from https://woo.templately.com/elescoop/)
10:34:17	134840/134840	---M--	200	added ('OK')	image/png	etag:%2278cce65a855eb569c825c986d698be17%22	https://static.live.templately.com/woocommerce/2022/11/a028d0eb-es-product-04.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/a028d0eb-es-product-04.png	(from https://woo.templately.com/elescoop/)
10:34:18	86008/86008	---M--	200	added ('OK')	image/png	etag:%22ec20b4d2f049179693438e81262180eb%22	https://static.live.templately.com/woocommerce/2022/11/68aa15c0-es-product-05.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/68aa15c0-es-product-05.png	(from https://woo.templately.com/elescoop/)
10:34:18	92920/92920	---M--	200	added ('OK')	image/png	etag:%228bc5b65279990ae51342c43976fa4d4b%22	https://static.live.templately.com/woocommerce/2022/11/354cb7a4-es-product-06.png	C:/Users/itkah/Desktop/choice%201/static.live.templately.com/woocommerce/2022/11/354cb7a4-es-product-06.png	(from https://woo.templately.com/elescoop/)
10:34:18	146/146	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2010%20Jan%202025%2005:04:24%20GMT	https://woo.templately.com/elescoop/woocommerce/2022/11/c51c3d0d-elescoop.png	C:/Users/itkah/Desktop/choice%201/woo.templately.com/elescoop/woocommerce/2022/11/c51c3d0d-elescoop.png	(from https://woo.templately.com/elescoop/)
